-DOCSTART- -X- -X- O
Releasing VBG X B-Skill
orders NNS X I-Skill
on IN X I-Skill
customers NNS X I-Skill
in IN X I-Skill
accordance NN X I-Skill
with IN X I-Skill
agreed VBN X I-Skill
credit NN X I-Skill
terms NNS X I-Skill
and CC X I-Skill
credit NN X I-Skill
limits NNS X I-Skill
. . X O

If IN X O
you PRP X O
suit VBP X O
the DT X O
requirements NNS X O
for IN X O
this DT X O
fantastic JJ X O
opportunity NN X O
or CC X O
would MD X O
like VB X O
any DT X O
further JJ X O
information NN X O
for IN X O
about IN X O
the DT X O
role NN X O
do VBP X O
not RB X O
hesitate VB X O
to TO X O
get VB X O
in IN X O
contact NN X O
with IN X O
Classroom NNP X O
today NN X O
. . X O

This DT X O
company NN X O
are VBP X O
offering VBG X O
competitive JJ X O
rates NNS X O
of IN X O
pay NN X O
and CC X O
are VBP X O
willing JJ X O
to TO X O
consider VB X O
newlyqualified JJ X O
RGNs NNP X B-Occupation
for IN X O
this DT X O
position NN X O
. . X O

This DT X O
really RB X O
is VBZ X O
an DT X O
opportunity NN X O
to TO X O
become VB X O
part NN X O
of IN X O
a DT X O
committed JJ X O
and CC X O
collaborative JJ X O
team NN X O
who WP X O
love VBP X O
what WP X O
they PRP X O
do VBP X O
. . X O

and CC X O
it PRP X O
would MD X O
be VB X O
advantageous JJ X O
to TO X O
have VB X O
a DT X O
medication NN X B-Qualification
administration NN X I-Qualification
certificate NN X I-Qualification
Be NNP X O
able JJ X O
to TO X O
provide VB X B-Skill
details NNS X I-Skill
of IN X I-Skill

You PRP X O
will MD X O
be VB X O
responsible JJ X O
for IN X O
developing VBG X B-Skill
mechanical JJ X I-Skill
designs NNS X I-Skill
for IN X I-Skill
a DT X I-Skill
range NN X I-Skill
of IN X I-Skill
products NNS X I-Skill
and CC X I-Skill
processes NNS X I-Skill
in IN X I-Skill
a DT X I-Skill
variety NN X I-Skill
of IN X I-Skill
sectors NNS X I-Skill
. . X O

Be NNP X O
confident JJ X B-Skill
, , X O
fast JJ X B-Skill
working NN X I-Skill
, , X O
articulate NN X B-Skill
and CC X O
highly RB X B-Skill
motivated JJ X I-Skill
whilst NN X O
customer NN X B-Skill
centric NN X I-Skill
Be NNP X O
a DT X O
high JJ X B-Skill
achiever NN X I-Skill
with IN X O
a DT X O
proven JJ X O
track NN X O
record NN X O
of IN X O
consistent JJ X B-Skill
sales NNS X I-Skill
performance NN X I-Skill

Working VBG X O
for IN X O
this DT X O
well NN X O
established VBD X O
national JJ X O
Fire NNP X B-Domain
and CC X I-Domain
Security NNP X I-Domain
contractor NN X O
, , X O
you PRP X O
will MD X O
be VB X O
responsible JJ X O
for IN X O
a DT X O
variety NN X O
of IN X O
Fire NNP X B-Skill
alarm NN X I-Skill
maintenance NN X I-Skill
on IN X O
commercial JJ X O
projects NNS X O
and CC X O
security NN X B-Skill
maintenance NN X I-Skill
. . X O

Design NN X B-Skill
and CC X I-Skill
prove VB X I-Skill
mechanical JJ X I-Skill
solutions NNS X I-Skill
used VBN X O
for IN X O
the DT X O
client NN X O
s NN X O
products NNS X O
. . X O

This DT X O
opportunity NN X O
is VBZ X O
excellent JJ X O
if IN X O
you PRP X O
are VBP X O
an DT X O
experienced JJ X B-Skill
Business NNP X B-Occupation
Analyst NNP X I-Occupation
, , X O
allowing VBG X O
you PRP X O
to TO X O
implement VB X O
your PRP$ X O
own JJ X O
ideas NNS X O
which WDT X O
will MD X O
lead VB X O
to TO X O
high JJ X O
reward NN X O
and CC X O
career NN X O
progression NN X O
. . X O

The DT X O
successful JJ X O
Business NNP X B-Occupation
Development NNP X I-Occupation
Executive NNP X I-Occupation
will MD X O
be VB X O
able JJ X O
to TO X O
demonstrate VB X O
: : X O
A DT X O
track NN X O
record NN X O
of IN X O
achieving VBG X B-Skill
and CC X I-Skill
exceeding VBG X I-Skill
targets NNS X I-Skill
in IN X O
a DT X O
Business NNP X B-Domain
to TO X O
Business NNP X B-Domain
role NN X O
, , X O
dealing VBG X O
with IN X O
SME NNP X B-Skill
` `` X I-Skill
s RB X I-Skill
Good JJ X I-Skill
time NN X I-Skill
management NN X I-Skill
, , X O
appointment JJ X B-Skill
coordination NN X I-Skill
and CC X O
client NN X B-Skill
management NN X I-Skill
Resilience NNP X O
and CC X O
robustness NN X O
with IN X O
experience NN X O
in IN X O
generating VBG X B-Skill
new JJ X I-Skill
business NN X I-Skill
from IN X O
cold JJ X B-Skill
calls NNS X I-Skill

The DT X O
role NN X O
of IN X O
this DT X O
Marketeer NNP X B-Occupation
is VBZ X O
to TO X O
deliver VB X B-Skill
the DT X I-Skill
Brand NNP X I-Skill
experience NN X I-Skill
consistently RB X I-Skill
for IN X I-Skill
the DT X I-Skill
store NN X I-Skill
reinvention NN X I-Skill
programme NN X I-Skill
as IN X O
we PRP X O
continue VBP X O
roll VBG X O
out RB X O
of IN X O
this DT X O
format NN X O
. . X O

To TO X B-Skill
ensure VB X I-Skill
the DT X I-Skill
quality NN X I-Skill
of IN X I-Skill
the DT X I-Skill
assessment NN X I-Skill
process NN X I-Skill
by IN X I-Skill
working VBG X I-Skill
with IN X I-Skill
Internal NNP X I-Skill
Verifiers NNP X I-Skill
and CC X I-Skill
attending VBG X I-Skill
regular JJ X I-Skill
standardization NN X I-Skill
meetings NNS X I-Skill
. . X O

The DT X O
jobholder NN X O
must MD X O
be VB X O
qualified VBN X O
to TO X O
HND NNP X B-Qualification
level NN X O
or CC X O
equivalent NN X O
in IN X O
electrical JJ X B-Domain
engineering NN X I-Domain
, , X O
ideally RB X O
degree JJ X O
level NN X O
and CC X O
Be NNP X O
proficient JJ X B-Skill
with IN X I-Skill
electrical JJ X I-Skill
CAD NNP X I-Skill
systems NNS X I-Skill
, , X O

any DT X O
employment NN X O
breaks NNS X O
must MD X O
be VB X O
explained VBN X O
DISCLAIMER NNP X O
' POS X O
No NNP X O
terminology NN X O
in IN X O
the DT X O
above JJ X O
advertisement NN X O
is VBZ X O
intended VBN X O
to TO X O
discriminate VB X O
on IN X O
the DT X O
grounds NNS X O
of IN X O
age NN X O
, , X O
gender NN X O
, , X O
race NN X O
, , X O
colour NN X O
, , X O
religion NN X O
, , X O
disability NN X O
or CC X O
sexual JJ X O
orientation NN X O
. . X O

hours NNS X O
/ VBP X O
week NN X O
, , X O
between IN X O
8 CD X O
. . X O
00 CD X O
am VBP X O
and CC X O
9 CD X O
. . X O
00 CD X O
pm NN X O
Monday NNP X O
to TO X O
Friday NNP X O
with IN X O
at IN X O
least JJS X O
two CD X O
Saturdays NNS X O
a DT X O
month NN X O
between IN X O
8 CD X O
. . X O
00 CD X O
am VBP X O
and CC X O
4 CD X O
. . X O
00 CD X O
pm NN X O
. . X O

MIET NNP X B-Skill
or CC X O
be VB X O
able JJ X O
to TO X O
work VB X B-Skill
towards NNS X I-Skill
satisfying VBG X I-Skill
requirements NNS X I-Skill
for IN X I-Skill
CEng NNP X I-Skill
or CC X I-Skill
M NNP X I-Skill
Inst NNP X I-Skill
M NNP X I-Skill
& CC X I-Skill
C NNP X I-Skill
Experience NNP X I-Skill
of IN X O
: : X O
Submarine NN X B-Skill
, , X O
Marine NNP X B-Skill
, , X O
Nuclear NNP X B-Skill
, , X O
Defence NNP X B-Skill
or CC X O
Instrumentation NNP X B-Skill
and CC X I-Skill
/ NNP X O
or CC X B-Skill
control NN X I-Skill
system NN X I-Skill
design NN X I-Skill
or CC X I-Skill
manufacture NN X I-Skill
. . X O

We PRP X O
are VBP X O
looking VBG X O
for IN X O
a DT X O
candidate NN X O
with IN X O
strong JJ X O
Treasury NNP X B-Skill
knowledge NN X O
. . X O

The DT X O
role NN X O
requires VBZ X O
you PRP X O
to TO X O
go VB X O
out RP X O
into IN X O
the DT X O
manufacturing NN X B-Domain
department NN X O
to TO X O
see VB X O
your PRP$ X O
work NN X O
in IN X O
action NN X O
and CC X O
take VB X O
a DT X O
practical JJ X B-Skill
mind NN X I-Skill
set VBN X I-Skill
towards IN X O
the DT X O
role NN X O
. . X O

General NNP X B-Skill
Take NNP X I-Skill
responsibility NN X I-Skill
for IN X O
the DT X O
running NN X O
of IN X O
the DT X O
Home NNP X O
in IN X O
the DT X O
absence NN X O
of IN X O
the DT X O
Registered NNP X B-Occupation
Manager NNP X I-Occupation
. . X O

you PRP X O
' '' X O
ll JJR X O
need VBP X O
it PRP X O
to TO X O
balance VB X B-Skill
multiple JJ X I-Skill
projects NNS X I-Skill
and CC X I-Skill
deadlines NNS X I-Skill

Do VBP X O
you PRP X O
want VB X O
the DT X O
opportunity NN X O
to TO X O
drive VB X B-Skill
forward NN X I-Skill
sales NNS X I-Skill
and CC X O
contribute NN X B-Skill
to TO X I-Skill
the DT X I-Skill
overall JJ X I-Skill
success NN X I-Skill
of IN X O
an DT X O
established VBN X O
company NN X O
?? NN X O

Closing NN X O
date NN X O
for IN X O
receipt NN X O
of IN X O
applications NNS X O
: : X O
23rd CD X O
January NNP X O
2013 CD X O
High NNP X O
Road NNP X O
, , X O
Buckhurst NNP X O
Hill NNP X O
, , X O

Please NNP X O
note NN X O
, , X O
if IN X O
this DT X O
opportunity NN X O
isn NN X O
' POS X O
t NN X O
for IN X O
you PRP X O
however RB X O
you PRP X O
are VBP X O
seeking VBG X O
locum NN X B-Domain
work NN X I-Domain
, , X O
please VB X O
also RB X O
get VB X O
in IN X O
touch NN X O
and CC X O
I PRP X O
am VBP X O
more JJR X O
than IN X O
happy JJ X O
to TO X O
discuss VB X O
other JJ X O
opportunities NNS X O
with IN X O
you PRP X O
. . X O

Sales NNS X B-Occupation
Manager NNP X I-Occupation
, , X O
Sales NNS X B-Occupation
Engineer NNP X I-Occupation
required VBD X O
; : X O
my PRP$ X O
client NN X O
is VBZ X O
a DT X O
successful JJ X O
and CC X O
growing VBG X O
HVAC NNP X O
contractor NN X O
involved VBN X O
in IN X O
Air NNP X O
Conditioning NNP X O
, , X O
Refrigeration NNP X O
and CC X O
Heating NNP X O
projects NNS X O
in IN X O
York NNP X O
and CC X O
Leeds NNP X O
. . X O

In IN X O
return NN X O
the DT X O
Business NNP X B-Occupation
Development NNP X I-Occupation
Manager NNP X I-Occupation
Insurance NNP X I-Occupation
will MD X O
receive VB X O
an DT X O
excellent JJ X O
package NN X O
including VBG X O

Recruit NNP X B-Skill
and CC X I-Skill
develop VB X I-Skill
team NN X I-Skill
members NNS X I-Skill
to TO X I-Skill
the DT X I-Skill
DLL NNP X I-Skill
standard JJ X I-Skill
expertise NN X I-Skill
, , X O
skills NNS X B-Skill
and CC X I-Skill
values NNS X I-Skill
driven VBN X I-Skill
behaviour NNS X I-Skill
. . X O

Ideally RB X O
the DT X O
role NN X O
requires VBZ X O
a DT X B-Qualification
dual JJ X I-Qualification
qualified JJ X I-Qualification
RGN NNP X I-Qualification
/ NNP X O
RMN NNP X B-Qualification
, , X O
however RB X O
suitably RB X O
experienced JJ X B-Skill
General NNP X B-Occupation
Nurses NNP X I-Occupation
and CC X O
/ NNP X O
or CC X O
Mental NNP X B-Occupation
Health NNP X I-Occupation
Nurses NNP X I-Occupation
will MD X O
be VB X O
considered VBN X O
. . X O

You PRP X O
will MD X O
also RB X O
manage VB X B-Skill
others NNS X I-Skill
within IN X I-Skill
the DT X I-Skill
UNICEF NNP X I-Skill
UK NNP X I-Skill
Media NNP X I-Skill
Team NNP X I-Skill
to TO X I-Skill
deliver VB X I-Skill
to TO X I-Skill
ambitious JJ X I-Skill
media NNS X I-Skill
targets NNS X I-Skill
. . X O

To TO X O
send VB X B-Skill
customer NN X I-Skill
statements NNS X I-Skill
on IN X I-Skill
a DT X I-Skill
monthly JJ X I-Skill
basis NN X I-Skill
Managing VBG X I-Skill
Aged NNP X I-Skill
Debtors NNPS X I-Skill
Report NNP X I-Skill
Purchase NNP X I-Skill
Ledger NNP X O
To TO X O
prepare VB X B-Skill
the DT X I-Skill
payment NN X I-Skill
run NN X I-Skill
, , X O
ensuring VBG X B-Skill
all DT X I-Skill
invoices NNS X I-Skill
which WDT X I-Skill
are VBP X I-Skill
due JJ X I-Skill
will MD X I-Skill
be VB X I-Skill
processed VBN X I-Skill
and CC X I-Skill
that IN X I-Skill
there EX X I-Skill
are VBP X I-Skill
no DT X I-Skill
duplicates NNS X I-Skill
. . X O

Experience NN X O
in IN X O
water NN X B-Skill
industry NN X I-Skill
and CC X O
preferably RB X O
previous JJ X O
experience NN X O
in IN X O
mechanical JJ X B-Skill
design NN X I-Skill
of IN X I-Skill
water NN X I-Skill
/ NNP X O
wastewater NN X B-Skill
treatment NN X I-Skill
plants NNS X I-Skill
and CC X I-Skill
water NN X I-Skill
/ VBP X O
wastewater NN X B-Skill
networks NNS X I-Skill
. . X O

Due JJ X O
to TO X O
continued JJ X O
growth NN X O
this DT X O
leading VBG X O
Tax NNP X B-Domain
Practice NNP X I-Domain
in IN X O
Birmingham NNP X O
is VBZ X O
recruiting VBG X O
for IN X O
an DT X O
Expat NNP X B-Occupation
Tax NNP X I-Occupation
Senior NNP X I-Occupation
Manager NNP X I-Occupation
Review NNP X B-Skill
and CC X I-Skill
prepare VB X I-Skill
UK NNP X I-Skill
and CC X I-Skill
US NNP X I-Skill
expatriate VBP X I-Skill
tax NN X I-Skill
returns NNS X I-Skill
Conduct NNP X O
entry NN X B-Skill
and CC X I-Skill
exit NN X I-Skill
consultations NNS X I-Skill
with IN X I-Skill
expatriates NNS X I-Skill
Advise NNP X I-Skill
and CC X I-Skill
guide JJ X I-Skill
clients NNS X I-Skill
on IN X O
the DT X O
planning NN X B-Skill
and CC X I-Skill
implications NNS X I-Skill
involved VBN X O
in IN X O
international JJ X B-Domain
assignments NNS X I-Domain
, , X O
and CC X O
resolve VB X B-Skill
client NN X I-Skill
queries NNS X I-Skill
Contribute NNP X O
to TO X O
marketing VBG X B-Domain
targeting VBG X I-Domain
new JJ X O
clients NNS X O
. . X O

Be NNP X O
actively RB X O
involved VBD X O
in IN X O
continuous JJ X O
improvement NN X O
projects NNS X O
aligned VBN X O
to TO X O
payroll VB X O
and CC X O
your PRP$ X O
remit NN X O
as IN X O
required VBN X O
. . X O

Title NN X O
: : X O
SQL JJ X B-Occupation
Application NNP X I-Occupation
Support NNP X I-Occupation
Analyst NNP X I-Occupation
Up NNP X O
skill NN X O
to TO X O
DBA NNP X O
Role NNP X O
: : X O

Experience NN X O
selling VBG X B-Skill
to TO X O
new JJ X O
clients NNS X O
and CC X O
working VBG X O
to TO X O
monthly JJ X O
and CC X O
quarterly JJ X O
targets NNS X O
. . X O

I PRP X O
require VBP X O
two CD X O
personal JJ X B-Occupation
assistant NN X I-Occupation
to TO X O
support VB X B-Skill
me PRP X I-Skill
with IN X I-Skill
personal JJ X I-Skill
care NN X I-Skill
, , X O
showering VBG X B-Skill
, , X O
wet NN X B-Skill
shave NN X I-Skill
, , X O
putting VBG X B-Skill
on IN X I-Skill
a DT X I-Skill
convener NN X I-Skill
training NN X O
will MD X O
be VB X O
given VBN X O
pad JJ X B-Skill
change NN X I-Skill
and CC X I-Skill
putting VBG X I-Skill
me PRP X I-Skill
on IN X I-Skill
a DT X I-Skill
cammode NN X I-Skill
, , X O
provide VB X B-Skill
me PRP X I-Skill
with IN X I-Skill
all DT X I-Skill
my PRP$ X I-Skill
meals NNS X I-Skill
and CC X I-Skill
drinks NNS X I-Skill
, , X O
and CC X O
two CD X O
support NN X B-Skill
me PRP X I-Skill
with IN X I-Skill
domestic JJ X I-Skill
help NN X I-Skill
, , X O
washing VBG X B-Skill
bedding NN X I-Skill
, , X O
clothes NNS X B-Skill
, , X O
drying VBG X B-Skill
them PRP X I-Skill
ironing VBG X I-Skill
and CC X O
putting VBG X B-Skill
away RB X I-Skill
, , X O
hoover NN X B-Skill
, , X O
polishing VBG X B-Skill
, , X O
may MD X O
be VB X O
a DT X O
small JJ X O
amount NN X O
of IN X O
shopping NN X B-Skill
, , X O
this DT X O
will MD X O
be VB X O
pam JJ X O

To TO X O
dispose VB X B-Skill
of IN X I-Skill
rubbish JJ X I-Skill
, , X O
as IN X O
outlined VBN X O
by IN X O
the DT X O
Executive NNP X O
Chef NNP X O
and CC X O
to TO X O
maintain VB X B-Skill
standards NNS X I-Skill
of IN X I-Skill
cleanliness NN X I-Skill
in IN X O
these DT X O
areas NNS X O
. . X O

My PRP$ X O
Client NN X O
is VBZ X O
a DT X O
market NN X O
leading VBG X O
Energy NNP X B-Domain
Major NNP X I-Domain
and CC X O
is VBZ X O
one CD X O
of IN X O
the DT X O
' POS X O
BIG JJ X O
6 CD X O
'. NN X O

Excellent JJ X O
package NN X O
with IN X O
car NN X O
allowance NN X O
, , X O
health NN X O
care NN X O
, , X O
pension NN X O
and CC X O
over IN X O
5 CD X O
weeks NNS X O
holiday NN X O
. . X O

Alecto NNP X O
Recruitment NNP X O
Ltd NNP X O
. . X O
simonfalectorecruitment NN X O
. . X O
com NN X O
or CC X O
call VB X O
[ JJ X O
blocked VBN X O
] NN X O
in IN X O
strict JJ X O
confidence NN X O
. . X O

Creating VBG X B-Skill
a DT X I-Skill
customer NN X I-Skill
focus NN X I-Skill
and CC X I-Skill
experience NN X I-Skill
design NN X I-Skill
platform NN X I-Skill
at IN X O
the DT X O
leading VBG X O
edge NN X O
of IN X O
the DT X O
digital JJ X O
experience NN X O
. . X O

Please NNP X O
note VBP X O
The DT X O
Saudi NNP X O
end NN X O
client NN X O
will MD X O
only RB X O
consider VB X O
Western NNP X O
, , X O
Western JJ X O
European JJ X O
or CC X O
North JJ X O
American JJ X O
applicants NNS X O
under IN X O
the DT X O
age NN X O
of IN X O

The DT X O
company NN X O
is VBZ X O
well RB X O
established VBN X O
and CC X O
prides VBZ X O
itself PRP X O
on IN X O
providing VBG X O
a DT X O
high JJ X O
level NN X O
of IN X O
customer NN X O
service NN X O
to TO X O
every DT X O
patient NN X O
. . X O

Carrying VBG X B-Skill
out RP X I-Skill
quality NN X I-Skill
control NN X I-Skill
of IN X O
new JJ X O
road NN X O
ways NNS X O
and CC X O
drainage NN X O
. . X O

IT NNP X B-Occupation
supplier NN X I-Occupation
manager NN X I-Occupation
is VBZ X O
required VBN X O
to TO X O
be VB X O
accountable JJ X O
and CC X O
responsible JJ X O
for IN X O
partners NNS X O
and CC X O
3rd CD X O
party NN X O
organisations NNS X O
. . X O

This DT X O
role NN X O
is VBZ X O
easily RB X O
accessible JJ X O
from IN X O
the DT X O
Cambridge NNP X O
city NN X O
centre NN X O
and CC X O
the DT X O
A NNP X O

This DT X O
is VBZ X O
a DT X O
Senior JJ X B-Skill
Administration NNP X B-Domain
role NN X O
which WDT X O
will MD X O
utilise VB X O
a DT X O
number NN X O
of IN X O
your PRP$ X O
skills NNS X O
. . X O

We PRP X O
can MD X O
consider VB X O
home NN X B-Occupation
managers NNS X I-Occupation
who WP X O
are VBP X O
either DT X O
RGN NNP X B-Qualification
or CC X O
RMN NNP X B-Qualification
. . X O

We PRP X O
are VBP X O
looking VBG X O
for IN X O
a DT X O
Senior NNP X B-Skill
Block NNP X B-Occupation
Manager NNP X I-Occupation
for IN X O
our PRP$ X O
client NN X O
based VBN X O
in IN X O
South NNP X O
West NNP X O
London NNP X O
. . X O

Effective JJ X O
project NN X B-Skill
management NN X I-Skill
skills NNS X I-Skill
are VBP X O
essential JJ X O
Ability NNP X O
to TO X O
deal VB X O
with IN X O
a DT X O
high JJ X B-Skill
standard NN X I-Skill
of IN X I-Skill
productivity NN X I-Skill
Professional NNP X I-Skill
and CC X O
proactive JJ X B-Skill
with IN X O
strong JJ X O
problem NN X B-Skill
solving VBG X I-Skill
skills NNS X I-Skill
Good JJ X O
understanding NN X O
of IN X O
ordering VBG X B-Skill
/ JJ X O
booking VBG X B-Skill
systems NNS X I-Skill

This DT X O
may MD X O
have VB X O
also RB X O
included VBN X O
having VBG X O
to TO X O
manage VB X B-Skill
resistance NN X I-Skill
to TO X I-Skill
change VB X I-Skill
. . X O

A DT X O
leading JJ X O
and CC X O
thriving VBG X O
asbestos NN X O
company NN X O
that WDT X O
specializes VBZ X O
in IN X O
all DT X O
asbestos NN X O
and CC X O
environmental JJ X O
disciplines NNS X O
presently RB X O
requires VBZ X O
the DT X O
services NNS X O
